--Loading Dataset--
--Finished Loading Dataset--
--Initialized Transcoder--
--Created Dataloader--
--Beginning Training--
         14709571 function calls (14634871 primitive calls) in 189.005 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 polyerrors.py:155(PolificationFailed)
        1    0.000    0.000    0.000    0.000 polyoptions.py:375(Greedy)
        1    0.000    0.000    0.000    0.000 polyoptions.py:61(OptionType)
        3    0.000    0.000    0.000    0.000 numbers.py:438(class_key)
        1    0.000    0.000    0.000    0.000 lambdify.py:1336(_TensorflowEvaluatorPrinter)
        1    0.000    0.000    0.000    0.000 single.py:2098(NthLinearConstantCoeffHomogeneous)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1140(MeijerShiftC)
        1    0.000    0.000    0.000    0.000 meijerint.py:313(_CoeffExpValueError)
        2    0.000    0.000    0.000    0.000 ordinals.py:84(<genexpr>)
        1    0.000    0.000    0.000    0.000 inverselaplace.py:39(FixedTalbot)
        1    0.000    0.000    0.000    0.000 optimization.py:58(Secant)
        1    0.000    0.000    0.000    0.000 {built-in method _elementtree._set_factories}
        1    0.000    0.000    0.000    0.000 _adapters.py:25(__init__)
        1    0.000    0.000    0.000    0.000 serialization.py:731(__enter__)
        1    0.000    0.000    0.000    0.000 exceptions.py:23(DMDomainError)
        1    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 runtime_wrappers.py:202(AliasOfIntermediateHandler)
        1    0.000    0.000    0.000    0.000 io_adapter.py:280(ConvertComplexToRealRepresentationInputStep)
        2    0.000    0.000    0.000    0.000 script_object.py:33(_raise_hard_error_if_graph_break)
        1    0.000    0.000    0.000    0.000 errors.py:20(OnnxExporterWarning)
        1    0.000    0.000    0.000    0.000 api.py:27(PlacementSpec)
        1    0.000    0.000    0.000    0.000 _composable_state.py:7(_State)
        1    0.000    0.000    0.000    0.000 _dtypes.py:89(int16)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:949(Operator)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1035(UnShiftA)
        1    0.000    0.000    0.000    0.000 polysys.py:35(SolveFailed)
        1    0.000    0.000    0.000    0.000 function.py:107(ArgumentIndexError)
        1    0.000    0.000    0.000    0.000 numbers.py:2764(IntegerConstant)
        1    0.000    0.000    0.000    0.000 dataloader.py:426(multiprocessing_context)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 functools.py:19(_INITIAL_MISSING)
        1    0.000    0.000    0.000    0.000 reportviews.py:677(InMultiDegreeView)
        1    0.000    0.000    0.000    0.000 graph.py:48(_CachedPropertyResetterNode)
        1    0.000    0.000    0.000    0.000 exc.py:47(MissingOperatorWithDecomp)
        1    0.000    0.000    0.000    0.000 _api.py:77(ThreadLocalFileContext)
        1    0.000    0.000    0.000    0.000 io_adapter.py:458(FlattenOutputStep)
        1    0.000    0.000    0.000    0.000 misc.py:1505(TorchVersionVariable)
        1    0.000    0.000    0.000    0.000 checkpoint.py:1046(_StopRecomputationError)
        1    0.000    0.000    0.000    0.000 checkpoint.py:772(_Holder)
        1    0.000    0.000    0.000    0.000 single.py:2667(SecondLinearBessel)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:86(ParenthesisGroup)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1162(MeijerUnShiftA)
        1    0.000    0.000    0.000    0.000 solveset.py:68(NonlinearError)
        1    0.000    0.000    0.000    0.000 modules.py:1096(ModuleOrder)
        1    0.000    0.000    0.000    0.000 homomorphisms.py:574(SubModuleHomomorphism)
        1    0.000    0.000    0.000    0.000 coreerrors.py:6(BaseCoreError)
        1    0.000    0.000    0.000    0.000 polyoptions.py:44(Flag)
        1    0.000    0.000    0.000    0.000 optimization.py:517(ANewton)
        1    0.000    0.000    0.000    0.000 exc.py:69(InternalTorchDynamoError)
        1    0.000    0.000    0.000    0.000 exc.py:187(AttributeMutationError)
        1    0.000    0.000    0.000    0.000 asyncio.py:48(AsyncThreadLocalFileContext)
        1    0.000    0.000    0.000    0.000 registration.py:202(__init__)
        1    0.000    0.000    0.000    0.000 types.py:114(ProfilerEndHook)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1200(MeijerUnShiftB)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1247(MeijerUnShiftC)
        1    0.000    0.000    0.000    0.000 solvers.py:18(PolyNonlinearError)
        1    0.000    0.000    0.000    0.000 polyerrors.py:57(OperationNotSupported)
        1    0.000    0.000    0.000    0.000 optimization.py:458(Ridder)
        1    0.000    0.000    0.000    0.000 exc.py:247(SkipCodeRecursiveException)
        1    0.000    0.000    0.000    0.000 reportviews.py:1019(InMultiEdgeDataView)
        1    0.000    0.000    0.000    0.000 _fsdp_api.py:50(OffloadPolicy)
        1    0.000    0.000    0.000    0.000 builder.py:292(_missing)
        1    0.000    0.000    0.000    0.000 pgo.py:48(ReservedWorkflowIdUserError)
        1    0.000    0.000    0.000    0.000 line.py:2834(Segment3D)
        1    0.000    0.000    0.000    0.000 solveset.py:794(_SolveTrig1Error)
        2    0.000    0.000    0.000    0.000 matexpr.py:486(get_postprocessor)
        1    0.000    0.000    0.000    0.000 cache.py:45(__cacheit)
        5    0.000    0.000    0.000    0.000 libmpf.py:49(<lambda>)
        1    0.000    0.000    0.000    0.000 exc.py:192(InfiniteGeneratorError)
        1    0.000    0.000    0.000    0.000 coreviews.py:368(FilterMultiInner)
        1    0.000    0.000    0.000    0.000 reportviews.py:478(DegreeView)
        1    0.000    0.000    0.000    0.000 exc.py:140(InductorError)
        1    0.000    0.000    0.000    0.000 exc.py:76(InvalidCxxCompiler)
        1    0.000    0.000    0.000    0.000 io_adapter.py:560(PrependParamsBuffersConstantAotAutogradInputStep)
        1    0.000    0.000    0.000    0.000 _common_utils.py:107(_FSDPState)
        1    0.000    0.000    0.000    0.000 checkpoint.py:768(_Handle)
        1    0.000    0.000    0.000    0.000 value_ranges.py:57(ValueRangeError)
        1    0.000    0.000    0.000    0.000 functions.py:138(NoShapeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(DMError)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:117(PendingUnbackedSymbolNotFound)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1022(ShiftB)
        2    0.000    0.000    0.000    0.000 __init__.py:750(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 codecache.py:716(BypassFxGraphCache)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:2100(OutDtypeHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 source.py:312(UnspecializedParamBufferSource)
        1    0.000    0.000    0.000    0.000 core.py:709(slice_type)
        1    0.000    0.000    0.000    0.000 systems.py:32(ODEOrderError)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1118(MeijerShiftA)
        1    0.000    0.000    0.000    0.000 sqrtdenest.py:216(SqrtdenestStopIteration)
        1    0.000    0.000    0.000    0.000 diophantine.py:782(HomogeneousTernaryQuadratic)
        1    0.000    0.000    0.000    0.000 polyerrors.py:136(ComputationFailed)
        1    0.000    0.000    0.000    0.000 conflict.py:3(AmbiguityWarning)
        1    0.000    0.000    0.000    0.000 kind.py:48(Kind)
        1    0.000    0.000    0.000    0.000 optimization.py:357(Illinois)
        1    0.000    0.000    0.000    0.000 convert_frame.py:176(TODO_UNKNOWN)
        4    0.000    0.000    0.000    0.000 _pytree.py:859(<genexpr>)
        1    0.000    0.000    0.000    0.000 synchronize.py:191(RLock)
        1    0.000    0.000    0.000    0.000 exception.py:31(NetworkXError)
        1    0.000    0.000    0.000    0.000 io_adapter.py:489(ConvertComplexToRealRepresentationOutputStep)
        1    0.000    0.000    0.000    0.000 graph_region_tracker.py:66(NodeHashException)
        1    0.000    0.000    0.000    0.000 _state_dict_utils.py:69(CompanionMismatch)
        1    0.000    0.000    0.000    0.000 _view_ops.py:44(Singleton)
        1    0.000    0.000    0.000    0.000 core.py:1248(slice)
        1    0.000    0.000    0.000    0.000 statistics.py:148(StatisticsError)
        1    0.000    0.000    0.000    0.000 modules.py:1328(QuotientModuleElement)
        1    0.000    0.000    0.000    0.000 index_methods.py:22(IndexConformanceException)
        1    0.000    0.000    0.000    0.000 indexed.py:120(IndexException)
        1    0.000    0.000    0.000    0.000 iterables.py:3015(NotIterable)
        1    0.000    0.000    0.000    0.000 exceptions.py:39(StructureError)
        1    0.000    0.000    0.000    0.000 tempfile.py:229(_get_candidate_names)
        1    0.000    0.000    0.000    0.000 coreviews.py:248(UnionMultiAdjacency)
        1    0.000    0.000    0.000    0.000 autograd_cache.py:65(BypassAOTAutogradCache)
        1    0.000    0.000    0.000    0.000 errors.py:24(OnnxExporterError)
        1    0.000    0.000    0.000    0.000 misc.py:1518(NumpyDTypeVariable)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:642(reset)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1002(MultOperator)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1076(UnShiftB)
        1    0.000    0.000    0.000    0.000 codeprinter.py:37(PrintMethodNotImplementedError)
        1    0.000    0.000    0.000    0.000 alphabets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 optimization.py:104(MNewton)
        1    0.000    0.000    0.000    0.000 optimization.py:159(Halley)
        1    0.000    0.000    0.000    0.000 libhyper.py:43(NoConvergence)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:400(SpeculationLogDivergence)
        1    0.000    0.000    0.000    0.000 galois_resolvents.py:39(GaloisGroupException)
        1    0.000    0.000    0.000    0.000 reportviews.py:708(OutMultiDegreeView)
        1    0.000    0.000    0.000    0.000 asyncio.py:328(AsyncUnixFileLock)
        1    0.000    0.000    0.000    0.000 io_adapter.py:617(PrependParamsAndBuffersAotAutogradOutputStep)
        1    0.000    0.000    0.000    0.000 errors.py:4(TritonError)
        1    0.000    0.000    0.000    0.000 diophantine.py:918(InhomogeneousGeneralQuadratic)
        1    0.000    0.000    0.000    0.000 transforms.py:1516(InverseHankelTransform)
        1    0.000    0.000    0.000    0.000 dispatcher.py:10(MDNotImplementedError)
        1    0.000    0.000    0.000    0.000 misc.py:13(Undecidable)
        1    0.000    0.000    0.000    0.000 quadrature.py:389(GaussLegendre)
        1    0.000    0.000    0.000    0.000 inverselaplace.py:220(Stehfest)
        1    0.000    0.000    0.000    0.000 inverselaplace.py:354(deHoog)
        1    0.000    0.000    0.000    0.000 optimization.py:290(Bisection)
        1    0.000    0.000    0.000    0.000 exc.py:81(SpeculationRestartAnalysis)
        2    0.000    0.000    0.000    0.000 _pytree.py:590(_list_flatten)
        1    0.000    0.000    0.000    0.000 exceptions.py:18(DMBadInputError)
        1    0.000    0.000    0.000    0.000 synchronize.py:166(Lock)
        1    0.000    0.000    0.000    0.000 reportviews.py:546(OutDegreeView)
        1    0.000    0.000    0.000    0.000 asyncio.py:324(AsyncSoftFileLock)
        1    0.000    0.000    0.000    0.000 exc.py:126(GPUTooOldForTriton)
        1    0.000    0.000    0.000    0.000 io_adapter.py:316(RemoveNoneInputStep)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:2272(ExportTracepointHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 exceptions.py:3(GeometryError)
        1    0.000    0.000    0.000    0.000 galoisgroups.py:35(MaxTriesException)
        1    0.000    0.000    0.000    0.000 orderings.py:54(ReversedGradedLexOrder)
        1    0.000    0.000    0.000    0.000 facts.py:252(TautologyDetected)
        1    0.000    0.000    0.000    0.000 evalf.py:65(PrecisionExhausted)
        1    0.000    0.000    0.000    0.000 sympify.py:49(CantSympify)
        1    0.000    0.000    0.000    0.000 optimization.py:213(Muller)
        1    0.000    0.000    0.000    0.000 libmpf.py:43(ComplexResult)
        1    0.000    0.000    0.000    0.000 {method '_is_mine' of '_multiprocessing.SemLock' objects}
        1    0.000    0.000    0.000    0.000 optimizer.py:59(GuardInstallException)
        1    0.000    0.000    0.000    0.000 coreviews.py:413(FilterMultiAdjacency)
        1    0.000    0.000    0.000    0.000 reportviews.py:569(InDegreeView)
        1    0.000    0.000    0.000    0.000 source.py:212(CallFunctionNoArgsSource)
        1    0.000    0.000    0.000    0.000 math.py:66(_add_math_3arg_docstr)
        1    0.000    0.000    0.000    0.000 linalg.py:19(LinAlgError)
        1    0.000    0.000    0.000    0.000 simplex.py:77(UnboundedLPError)
        1    0.000    0.000    0.000    0.000 transforms.py:453(MellinTransformStripError)
        1    0.000    0.000    0.000    0.000 rl.py:83(sort)
        1    0.000    0.000    0.000    0.000 coreerrors.py:10(NonCommutativeExpression)
        1    0.000    0.000    0.000    0.000 eigen.py:38(Eigen)
        1    0.000    0.000    0.000    0.000 inverselaplace.py:542(Cohen)
        1    0.000    0.000    0.000    0.000 facts.py:565(InconsistentAssumptions)
        1    0.000    0.000    0.000    0.000 exception.py:35(NetworkXPointlessConcept)
        1    0.000    0.000    0.000    0.000 contract.py:30(RegistryItem)
        1    0.000    0.000    0.000    0.000 trace_rules.py:2997(_allowed_callable_ids)
        1    0.000    0.000    0.000    0.000 _dtypes.py:116(uint16)
        1    0.000    0.000    0.000    0.000 transforms.py:1454(HankelTransform)
        1    0.000    0.000    0.000    0.000 exceptions.py:15(NonSquareMatrixError)
        1    0.000    0.000    0.000    0.000 function.py:103(PoleError)
        1    0.000    0.000    0.000    0.000 calculus.py:1(CalculusMethods)
        1    0.000    0.000    0.000    0.000 exc.py:93(TensorifyScalarRestartAnalysis)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:2284(ShapeGuardPrinter)
        1    0.000    0.000    0.000    0.000 io_adapter.py:346(RemoveNonTensorInputStep)
        1    0.000    0.000    0.000    0.000 tempfile.py:301(_gettempdir)
        1    0.000    0.000    0.000    0.000 reportviews.py:632(DiMultiDegreeView)
        1    0.000    0.000    0.000    0.000 exc.py:85(CppWrapperCodegenError)
        1    0.000    0.000    0.000    0.000 decorators.py:213(_disallow_in_graph_helper)
        1    0.000    0.000    0.000    0.000 misc.py:398(UnknownVariable)
        1    0.000    0.000    0.000    0.000 _util.py:24(AxisError)
        1    0.000    0.000    0.000    0.000 _dtypes.py:110(uint8)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1298(MeijerUnShiftD)
        1    0.000    0.000    0.000    0.000 diophantine.py:676(InhomogeneousTernaryQuadratic)
        1    0.000    0.000    0.000    0.000 diophantine.py:1107(CubicThue)
        1    0.000    0.000    0.000    0.000 operations.py:483(ShortCircuit)
        1    0.000    0.000    0.000    0.000 ctx_base.py:21(Context)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:1604(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getCompiledVersion}
